id,title,author,genre,rating,read_date,memo
99f76820-a181-485f-bc7d-d5e1e48bb596,エレガントな毒の吐き方,中野 信子,人文,5,2026-04-10,京都人の独特な文化と、人と調和する高次元のコミュニケーション能力を教わった。それを性格が悪いと言うのだろうけど
fecb6420-d744-40dc-964c-08e8ae235759,百年の孤独,ガブリエル・ガルシア＝マルケス,文学,5,2026-01-01,一番好き
